0,0.095784,0.001736,0.181293,
1,0.096407,0.001739,0.186325,
2,0.094666,0.001759,0.183686,
3,0.100551,0.001757,0.180598,
4,0.099937,0.001705,0.179789,
5,0.095592,0.00172,0.180047,
6,0.098345,0.001709,0.185068,
7,0.09419,0.001719,0.181651,
8,0.096029,0.00173,0.180813,
9,0.094418,0.001778,0.181027,
10,0.096025,0.001744,0.181995,
11,0.095472,0.001705,0.180274,
12,0.095557,0.00171,0.180575,
13,0.095808,0.001705,0.18487,
14,0.096056,0.001713,0.181889,
15,0.116446,0.001716,0.182282,
16,0.095333,0.00173,0.180968,
17,0.094958,0.001706,0.182003,
18,0.094926,0.001889,0.181704,
19,0.11096,0.00174,0.182106,
20,0.096706,0.001716,0.181566,
21,0.094763,0.001727,0.180364,
22,0.096189,0.00172,0.179687,
23,0.111469,0.001707,0.184485,
24,0.097471,0.001772,0.180525,
25,0.094569,0.001728,0.190375,
26,0.095965,0.001699,0.182102,
27,0.092621,0.001737,0.179438,
28,0.092087,0.001739,0.180634,
29,0.094467,0.001692,0.181232,
30,0.092807,0.001715,0.179958,
31,0.092953,0.001697,0.18353,
32,0.112188,0.00177,0.180099,
33,0.094787,0.00171,0.181916,
34,0.096109,0.001708,0.182629,
35,0.096328,0.001739,0.180874,
36,0.094899,0.001725,0.182999,
37,0.095059,0.001701,0.182247,
38,0.094528,0.001697,0.180965,
39,0.096105,0.001715,0.182009,
40,0.095211,0.001708,0.183432,
41,0.09408,0.001703,0.182273,
42,0.096295,0.001714,0.180162,
43,0.097475,0.00179,0.181777,
44,0.096251,0.001717,0.182137,
45,0.095811,0.001708,0.183673,
46,0.096146,0.001712,0.180907,
47,0.098087,0.001718,0.179994,
48,0.095983,0.001779,0.184159,
49,0.095073,0.001716,0.18034,
50,0.095603,0.001712,0.181596,
51,0.097556,0.001709,0.180209,
52,0.096484,0.001722,0.182942,
53,0.095976,0.001711,0.182655,
54,0.09664,0.00172,0.182524,
55,0.095833,0.001702,0.182566,
56,0.094967,0.001707,0.180523,
57,0.097982,0.001722,0.19267,
58,0.095502,0.001743,0.181495,
59,0.098263,0.001744,0.184782,
60,0.097373,0.001707,0.193844,
61,0.098069,0.001712,0.184783,
62,0.09798,0.001753,0.181593,
63,0.098401,0.001735,0.185621,
64,0.092804,0.001714,0.181429,
65,0.099672,0.001716,0.180262,
66,0.097626,0.001725,0.180496,
67,0.11208,0.001796,0.190423,
68,0.101192,0.001733,0.181464,
69,0.099589,0.001708,0.191244,
70,0.098269,0.001743,0.183507,
71,0.111419,0.001697,0.180157,
72,0.09874,0.001738,0.181065,
73,0.104146,0.001708,0.180812,
74,0.099101,0.001699,0.195122,
75,0.112665,0.001716,0.184058,
76,0.101599,0.0017,0.186088,
77,0.110445,0.00175,0.192879,
78,0.097387,0.001706,0.19112,
79,0.111451,0.001725,0.182748,
80,0.097279,0.001715,0.180648,
81,0.11364,0.001746,0.183151,
82,0.100973,0.001763,0.179785,
83,0.100058,0.001706,0.181309,
84,0.099807,0.001745,0.180405,
85,0.09863,0.001702,0.181227,
86,0.096806,0.001735,0.180721,
87,0.097016,0.001727,0.181052,
88,0.097707,0.001708,0.18109,
89,0.095686,0.001778,0.183804,
90,0.096892,0.001709,0.192793,
91,0.099159,0.001709,0.18196,
92,0.11142,0.001724,0.191923,
93,0.113331,0.001713,0.181693,
94,0.098728,0.001728,0.182753,
95,0.097526,0.001708,0.193379,
96,0.099207,0.001759,0.183611,
97,0.096668,0.001713,0.180435,
98,0.096375,0.001725,0.19554,
99,0.100995,0.00172,0.182374,
100,0.097178,0.001749,0.181178,
101,0.098787,0.001819,0.183687,
102,0.097529,0.001711,0.180418,
103,0.097906,0.00171,0.184536,
104,0.098552,0.001715,0.181782,
105,0.098574,0.001784,0.194897,
106,0.110542,0.001716,0.181496,
107,0.096486,0.001714,0.186624,
108,0.096496,0.001756,0.186077,
109,0.096128,0.001704,0.180379,
110,0.098218,0.001704,0.19546,
111,0.111833,0.001728,0.18139,
112,0.111491,0.001707,0.180614,
113,0.098645,0.001731,0.181648,
114,0.096724,0.001708,0.195082,
115,0.095521,0.001718,0.180356,
116,0.111344,0.001712,0.180504,
117,0.095884,0.001698,0.181015,
118,0.096777,0.00172,0.179765,
119,0.097351,0.001702,0.191259,
120,0.111336,0.001703,0.180478,
121,0.098653,0.00174,0.183647,
122,0.109266,0.001709,0.182224,
123,0.110712,0.001716,0.180477,
124,0.095714,0.001748,0.190402,
125,0.110266,0.001751,0.179419,
126,0.094269,0.001704,0.180534,
127,0.094315,0.0017,0.180268,
128,0.094674,0.001707,0.18036,
129,0.090213,0.001715,0.179657,
130,0.09428,0.001735,0.180311,
131,0.10916,0.001714,0.178789,
