1,0.417905,0.0471194,0.105947
2,0.403594,0.0410191,0.0946178
3,0.412216,0.0402572,0.0888978
4,0.42181,0.0369634,0.084556
5,0.42991,0.0466702,0.0902223
6,0.442027,0.0403889,0.110161
7,0.440106,0.0381511,0.0972645
8,0.431045,0.0401606,0.105891
9,0.424613,0.0407261,0.0993325
10,0.423312,0.0406605,0.0834044
11,0.429168,0.03734,0.0697123
12,0.433366,0.0301888,0.0805044
13,0.448339,0.0348903,0.0744475
14,0.466016,0.0319787,0.0717068
15,0.466951,0.0350169,0.0775558
16,0.497716,0.0374185,0.0771273
17,0.501301,0.0356174,0.0973835
18,0.503131,0.0407364,0.0940282
19,0.489063,0.0340724,0.0983054
20,0.496775,0.0323365,0.0943353
21,0.493734,0.0353511,0.102146
22,0.484597,0.0369906,0.0628484
23,0.488662,0.0411595,0.0618479
24,0.474003,0.0495725,0.0647888
25,0.506707,0.0425238,0.065573
26,0.533916,0.0539823,0.0804648
27,0.525659,0.0464228,0.0984292
28,0.53612,0.048462,0.0803204
29,0.547298,0.0496657,0.0904669
30,0.526825,0.0478172,0.103981
31,0.524531,0.0467407,0.104409
32,0.502648,0.0479535,0.0902426
33,0.503232,0.0501174,0.0888406
34,0.508392,0.0490618,0.114596
35,0.51173,0.0489816,0.0788574
36,0.508777,0.0488195,0.0874556
37,0.505451,0.0474771,0.0893909
38,0.509583,0.0446236,0.0878153
39,0.510487,0.0476323,0.10073
40,0.503759,0.043781,0.0832798
41,0.493896,0.043756,0.139031
42,0.464398,0.0463959,0.0696067
43,0.455978,0.0458256,0.0619165
44,0.398006,0.0454014,0.0639991
45,0.43159,0.0486826,0.0640962
46,0.480459,0.0491765,0.0777668
47,0.471914,0.0506005,0.0980955
48,0.491211,0.0509239,0.103287
49,0.454087,0.054716,0.0778169
50,0.471653,0.0551865,0.0866861
51,0.509271,0.0547412,0.104481
52,0.510585,0.0536922,0.130982
53,0.510803,0.0557295,0.115717
54,0.516506,0.0560691,0.132917
55,0.501636,0.0564549,0.0957555
56,0.47488,0.0516396,0.107432
57,0.445617,0.044503,0.114875
58,0.457693,0.0490568,0.0804027
59,0.499148,0.0454401,0.0662349
60,0.489542,0.0396998,0.0636155
61,0.463798,0.0361708,0.0488322
62,0.481429,0.0399931,0.0469407
63,0.451395,0.0438391,0.0312347
64,0.463266,0.0498743,0.0370768
65,0.450855,0.0533349,0.0215763
66,0.474415,0.056751,0.0260746
67,0.475159,0.0567022,0.060745
68,0.478159,0.0446812,0.0613577
69,0.460109,0.0390579,0.0697408
70,0.448142,0.0388035,0.0750626
71,0.422524,0.0423168,0.0770915
72,0.429208,0.0408243,0.075678
73,0.452358,0.0441859,0.0718665
74,0.47783,0.0418532,0.0493369
75,0.469034,0.0406518,0.0491154
76,0.457239,0.043698,0.057828
77,0.461207,0.0458174,0.0412369
78,0.461594,0.0456714,0.0468614
79,0.461645,0.0512651,0.0452937
80,0.471008,0.0502851,0.0455292
81,0.468396,0.0516929,0.0568599
82,0.459281,0.0487027,0.0438817
83,0.460172,0.0445924,0.067499
84,0.461317,0.0442196,0.06109
85,0.460093,0.0475464,0.0498444
86,0.467407,0.0491804,0.055752
87,0.470992,0.0494569,0.0615806
88,0.484654,0.0565991,0.0587552
89,0.499286,0.0465626,0.0577464
90,0.487219,0.0486115,0.0664064
91,0.474117,0.0559785,0.0626457
92,0.498306,0.0527552,0.0846456
93,0.525339,0.0509727,0.0688046
94,0.530716,0.0475197,0.0764514
95,0.555259,0.0510584,0.0884219
96,0.54859,0.0454858,0.0755523
97,0.548666,0.0450065,0.0906221
98,0.549184,0.0475875,0.0874422
99,0.554201,0.0421743,0.0850602
100,0.555165,0.042386,0.104239
101,0.554807,0.0379662,0.112952
102,0.550219,0.0401275,0.102742
103,0.551649,0.0364234,0.0961344
104,0.550965,0.032977,0.101335
105,0.552778,0.0275362,0.0946803
106,0.548601,0.026701,0.0995961
107,0.523768,0.0277996,0.0740499
108,0.487949,0.0300783,0.0617222
109,0.477914,0.0233091,0.0632046
110,0.410102,0.0196233,0.0541683
111,0.425591,0.0192978,0.0665344
112,0.489988,0.0271687,0.0623216
113,0.532107,0.0292286,0.118242
114,0.509244,0.0330055,0.0883227
115,0.511955,0.0346843,0.110921
116,0.499871,0.0357947,0.0860122
117,0.498815,0.0353491,0.0907123
118,0.484237,0.0356996,0.0858449
119,0.456118,0.0316418,0.103307
120,0.447856,0.0286562,0.0649245
