1,0.497881,0.0530499,0.0966712
2,0.495951,0.0538631,0.100806
3,0.495798,0.0565812,0.0916453
4,0.491088,0.0523963,0.0864633
5,0.485718,0.0530942,0.0845636
6,0.481672,0.0544779,0.0963338
7,0.477558,0.0522139,0.0875443
8,0.473804,0.0564165,0.100344
9,0.477532,0.0589293,0.0791727
10,0.488284,0.0561467,0.0957932
11,0.500287,0.0521678,0.0916201
12,0.507329,0.0535496,0.0784877
13,0.511022,0.0535074,0.0819629
14,0.494869,0.0534532,0.0849106
15,0.477777,0.0549261,0.0877619
16,0.476256,0.0541483,0.0988353
17,0.46995,0.0529584,0.107298
18,0.472225,0.051086,0.0982739
19,0.46896,0.0489711,0.0999669
20,0.470034,0.0510127,0.106951
21,0.465842,0.0507719,0.0889381
22,0.467815,0.0528287,0.0868361
23,0.46132,0.0531892,0.0779404
24,0.463236,0.0542676,0.0751428
25,0.459289,0.0542897,0.0802981
26,0.462795,0.0543512,0.0771076
27,0.460564,0.0559995,0.0682211
28,0.463388,0.05555,0.0658349
29,0.464651,0.0551694,0.111941
30,0.454709,0.0520315,0.0751343
31,0.4501,0.0501174,0.0842345
32,0.439814,0.0489687,0.0726585
33,0.439364,0.0486183,0.0728841
34,0.433982,0.0498309,0.0781736
35,0.433433,0.0438321,0.0742432
36,0.430998,0.043589,0.0793585
37,0.428302,0.0445054,0.0977532
38,0.426452,0.0427429,0.0674178
39,0.433752,0.0442777,0.0649198
40,0.44207,0.0419956,0.0758475
41,0.443029,0.0428673,0.0795727
42,0.44187,0.0463021,0.09344
43,0.440662,0.050718,0.0805195
44,0.442999,0.0516648,0.0847577
45,0.444307,0.0597755,0.0780537
46,0.440717,0.059658,0.0870755
47,0.436596,0.0620424,0.0765421
48,0.438651,0.0619026,0.0783467
49,0.438456,0.0597059,0.0989721
50,0.449775,0.0580338,0.0729946
51,0.467577,0.055096,0.0822801
52,0.484556,0.0536662,0.0662152
53,0.5111,0.0491711,0.0726819
54,0.505059,0.0560619,0.0715207
55,0.50275,0.0576457,0.0668258
56,0.49432,0.0501444,0.0855337
57,0.494898,0.0472741,0.0782294
