1,0.410202,0.0923193
2,0.408344,0.091727
3,0.408273,0.0914887
4,0.40737,0.093222
5,0.400165,0.0995149
6,0.404716,0.1065
7,0.396577,0.105931
8,0.401095,0.104741
9,0.392012,0.103345
10,0.398911,0.111541
11,0.394942,0.11328
12,0.38851,0.114945
13,0.404137,0.105459
14,0.401971,0.117205
15,0.4058,0.122858
16,0.401352,0.11719
17,0.401083,0.113248
18,0.398333,0.115804
19,0.3999,0.115102
20,0.402946,0.11478
21,0.399047,0.118952
22,0.402922,0.115219
23,0.401583,0.115806
24,0.404583,0.118952
25,0.401421,0.115304
26,0.406151,0.113997
27,0.417993,0.114153
28,0.424603,0.115308
29,0.426982,0.117768
30,0.438777,0.122345
31,0.443094,0.119699
32,0.456868,0.124233
33,0.457966,0.116169
34,0.466326,0.113074
35,0.468782,0.110163
36,0.477848,0.113761
37,0.482782,0.106286
38,0.479025,0.113593
39,0.482719,0.119364
40,0.477536,0.112215
41,0.477873,0.112823
42,0.475354,0.114182
43,0.46859,0.114831
44,0.46373,0.109567
45,0.464812,0.111717
46,0.473599,0.11182
47,0.469107,0.117542
48,0.45587,0.120163
49,0.450258,0.115745
50,0.445443,0.114123
51,0.444886,0.119219
52,0.435639,0.114526
53,0.438717,0.117421
54,0.431265,0.125144
55,0.429178,0.122742
56,0.426388,0.122666
57,0.423767,0.118844
58,0.424713,0.114911
59,0.435305,0.118234
60,0.437931,0.116236
61,0.432934,0.115264
62,0.43552,0.114635
63,0.433679,0.111389
64,0.43303,0.119985
65,0.430137,0.115492
66,0.425248,0.111426
67,0.413426,0.111578
68,0.411636,0.103493
69,0.421467,0.109286
70,0.417668,0.106472
71,0.417368,0.104189
72,0.418127,0.103955
73,0.416494,0.105476
74,0.409908,0.105749
75,0.412811,0.103416
76,0.420875,0.102356
77,0.42255,0.102818
78,0.44024,0.10852
79,0.434979,0.106679
80,0.432404,0.106449
81,0.435908,0.107708
82,0.434747,0.10485
83,0.429547,0.10509
84,0.434287,0.108395
85,0.440331,0.108947
86,0.440757,0.115146
87,0.438111,0.111528
88,0.436235,0.109603
89,0.430401,0.112511
90,0.434612,0.107667
91,0.43101,0.111432
92,0.428681,0.113585
93,0.421924,0.108402
94,0.425669,0.110392
95,0.423116,0.106878
96,0.427697,0.109471
97,0.422497,0.100462
98,0.425215,0.105282
99,0.425445,0.104056
100,0.425768,0.109078
101,0.428326,0.104552
102,0.444899,0.110252
103,0.432227,0.111916
104,0.432657,0.113045
105,0.442892,0.11814
106,0.44359,0.117522
107,0.440708,0.113764
108,0.442133,0.108214
109,0.446687,0.108824
110,0.446733,0.108767
111,0.45494,0.104936
112,0.466642,0.104088
113,0.473554,0.102598
114,0.493237,0.105118
115,0.51158,0.105494
116,0.522166,0.114023
117,0.524078,0.115664
118,0.50581,0.115831
119,0.473775,0.12185
120,0.458815,0.113006
121,0.443368,0.107546
122,0.447445,0.105911
123,0.456341,0.103131
124,0.457379,0.111631
125,0.454762,0.110914
126,0.45588,0.112648
127,0.456591,0.106177
128,0.451318,0.113978
129,0.472014,0.106849
130,0.449394,0.113564
131,0.433223,0.111067
132,0.463307,0.108822
133,0.473222,0.104442
134,0.450443,0.112916
135,0.444632,0.111163
136,0.437519,0.109151
137,0.434569,0.107614
138,0.418567,0.109142
139,0.407811,0.110179
140,0.399213,0.101889
141,0.368324,0.103097
142,0.363095,0.102587
143,0.361879,0.0832815
144,0.361716,0.0774474
145,0.35651,0.0746358
146,0.378164,0.0940014
147,0.383588,0.0975222
148,0.372343,0.109013
149,0.368793,0.117723
150,0.361202,0.114542
151,0.344531,0.110399
152,0.348349,0.104465
153,0.354916,0.100814
154,0.351817,0.102459
155,0.349961,0.102331
156,0.345322,0.104977
157,0.357544,0.106154
158,0.358972,0.107433
159,0.351561,0.0910147
160,0.368131,0.0827171
161,0.378815,0.0819663
162,0.418623,0.0836897
163,0.426514,0.087165
164,0.438255,0.0931699
165,0.449409,0.0896856
166,0.452879,0.0927368
167,0.449606,0.0909706
168,0.450267,0.0856686
169,0.448063,0.0783341
170,0.448174,0.0762354
171,0.44963,0.0808621
172,0.443788,0.0835559
173,0.444193,0.0792207
174,0.437962,0.0655761
175,0.439335,0.0606177
176,0.441085,0.0620922
177,0.442617,0.0592913
178,0.447333,0.0642987
179,0.455848,0.0585298
180,0.442663,0.05602
181,0.449513,0.066186
182,0.46068,0.0647272
183,0.461156,0.0645447
184,0.452267,0.0626759
185,0.45699,0.0675096
186,0.471036,0.0691226
187,0.47001,0.0674112
188,0.472257,0.0647306
189,0.469518,0.0662807
190,0.462455,0.0656717
191,0.464591,0.0666371
192,0.464833,0.066663
193,0.464688,0.0677285
194,0.456458,0.0673713
195,0.451233,0.0638525
196,0.452392,0.063783
197,0.451976,0.0631913
198,0.45483,0.0589783
199,0.448286,0.0576075
200,0.450864,0.0591824
201,0.449089,0.0641773
202,0.463776,0.0614137
203,0.46541,0.0605423
204,0.47037,0.0572736
205,0.459468,0.0669808
206,0.46862,0.0720059
207,0.459715,0.0724296
208,0.4575,0.0752468
209,0.453831,0.0761955
210,0.448821,0.075066
211,0.446038,0.0715036
212,0.44499,0.0711242
213,0.444349,0.0681085
214,0.44071,0.0654915
215,0.439822,0.0648063
216,0.435945,0.0638017
217,0.436819,0.0620869
218,0.43377,0.0674252
219,0.44774,0.0758128
220,0.455779,0.0757415
221,0.487562,0.0888315
222,0.486663,0.0812903
223,0.489985,0.077002
224,0.486459,0.0733126
225,0.489829,0.0881529
226,0.495326,0.0794096
227,0.505286,0.0647367
228,0.502692,0.0784465
229,0.518629,0.0879272
230,0.51886,0.10439
231,0.516208,0.0959354
232,0.53113,0.104022
233,0.530014,0.112913
234,0.52207,0.10956
235,0.52969,0.109347
236,0.529033,0.106938
237,0.530833,0.105681
