1,0.459669,0.0365316,0.105841
2,0.457885,0.0369275,0.100901
3,0.459189,0.034861,0.0939449
4,0.458485,0.0365159,0.0946955
5,0.45752,0.0351932,0.104103
6,0.459608,0.0363289,0.0878054
7,0.453788,0.0358508,0.11087
8,0.452383,0.0357153,0.0927348
9,0.436865,0.0357557,0.109729
10,0.43456,0.033583,0.0940103
11,0.447836,0.0345311,0.0785785
12,0.457677,0.0334587,0.0950446
13,0.440543,0.0317574,0.0865187
14,0.433947,0.0292965,0.0656612
15,0.452181,0.0301736,0.107199
16,0.448484,0.0283858,0.0906635
17,0.448023,0.0279306,0.076728
18,0.443879,0.0289542,0.104019
19,0.441137,0.0287277,0.0845307
20,0.445984,0.0287296,0.0848381
21,0.445986,0.0290631,0.096475
22,0.448812,0.0275007,0.0850674
23,0.446175,0.0265588,0.0854418
24,0.449607,0.0264838,0.0632354
25,0.450325,0.0253914,0.0670718
26,0.455351,0.025255,0.0560495
27,0.460005,0.0254647,0.0576425
28,0.458851,0.0254231,0.060694
29,0.457294,0.0254413,0.0449157
30,0.456241,0.0257688,0.0539633
31,0.45196,0.0275596,0.054006
32,0.445125,0.0245092,0.0566213
33,0.44278,0.0237017,0.0573018
34,0.439824,0.0242522,0.0546412
35,0.435429,0.0255168,0.0552061
36,0.42188,0.0294691,0.0555887
37,0.421769,0.0290839,0.0530181
38,0.424177,0.0295212,0.0517161
39,0.426726,0.0299163,0.0464974
40,0.43925,0.0310153,0.045921
41,0.453266,0.0225437,0.0425503
42,0.456473,0.0257891,0.0560276
43,0.458303,0.0266779,0.0562543
44,0.462342,0.0246056,0.053284
45,0.466506,0.0237868,0.0555287
46,0.46967,0.0252737,0.0587377
47,0.473279,0.0249427,0.0612167
48,0.467332,0.0253075,0.0713161
49,0.457217,0.0287801,0.0595228
50,0.454964,0.0293869,0.0784197
51,0.467424,0.0255451,0.0752694
52,0.472585,0.0282733,0.066471
53,0.463929,0.025938,0.0719923
54,0.482949,0.0277944,0.0651786
55,0.481073,0.0272237,0.0582396
56,0.477468,0.0268963,0.0494344
57,0.469096,0.0335562,0.0758343
58,0.467401,0.0307347,0.0672629
59,0.468525,0.0251704,0.0597709
60,0.467965,0.0268485,0.0622042
61,0.459858,0.0241454,0.0406429
62,0.451857,0.0251203,0.0522803
63,0.447449,0.0237826,0.0697965
64,0.460695,0.0183166,0.0490007
65,0.480845,0.0187932,0.0677701
66,0.488172,0.0210678,0.0754745
67,0.490466,0.0230552,0.0533588
68,0.492593,0.0258492,0.060146
69,0.499579,0.0242079,0.0565961
70,0.495774,0.025871,0.0587515
71,0.495487,0.0290435,0.0611037
72,0.49264,0.0308986,0.05576
73,0.488219,0.0325816,0.0536796
74,0.486284,0.0337364,0.0780238
75,0.477079,0.0287808,0.0702106
76,0.477708,0.0295436,0.0649652
77,0.503446,0.0289391,0.0782174
78,0.484758,0.0258151,0.0633664
79,0.487318,0.0258604,0.048977
80,0.485813,0.0238257,0.0426975
81,0.482747,0.0273421,0.0551695
82,0.47964,0.0280352,0.0698554
83,0.477105,0.0271974,0.0656669
84,0.473978,0.0257208,0.052341
