0,0.0501166,0.0622694,0.283936,0.43114
1,0.0611691,0.0541094,0.293957,0.445347
2,0.0575118,0.0578629,0.310835,0.424898
3,0.040492,0.0571713,0.294992,0.411575
4,0.0350938,0.0542177,0.292339,0.373995
5,0.0323937,0.0575133,0.282542,0.405358
6,0.0519722,0.0554201,0.28094,0.392004
7,0.0523665,0.0532118,0.290744,0.387341
8,0.0588471,0.050967,0.296379,0.427583
9,0.0456631,0.0614633,0.283064,0.420462
10,0.0511819,0.0596639,0.285436,0.383589
11,0.0526817,0.0544327,0.298382,0.416646
12,0.0548343,0.0546382,0.303588,0.474198
13,0.0475119,0.0511459,0.308318,0.476353
14,0.0374588,0.0645857,0.301275,0.446072
15,0.0375143,0.0593578,0.304801,0.454172
16,0.0149512,0.0545481,0.302571,0.477887
17,0.0289215,0.0526636,0.307312,0.50031
18,0.0309518,0.0612963,0.311833,0.524631
19,0.0252208,0.0533469,0.311287,0.499475
20,0.0400092,0.0489892,0.30617,0.516691
21,0.047298,0.0552407,0.326219,0.525744
22,0.0565673,0.0641475,0.317134,0.534312
23,0.0410794,0.0555453,0.309342,0.51313
24,0.0266184,0.0532423,0.296817,0.503584
25,0.00148945,0.0530918,0.308182,0.47325
26,0.000334222,0.048787,0.334722,0.530843
27,0.0192976,0.0575508,0.326748,0.533559
28,0.0128111,0.0558503,0.323828,0.529431
29,0.0138799,0.0625592,0.336792,0.540327
30,0.0259976,0.0547941,0.332462,0.530576
31,0.0360823,0.0585356,0.33046,0.546407
32,0.0335447,0.0604388,0.336497,0.516634
33,0.0276993,0.0560841,0.333933,0.518334
34,0.00499885,0.0568876,0.326984,0.492744
35,-0.0037227,0.063359,0.325014,0.467445
36,0.00978177,0.0518584,0.32324,0.496211
37,0.00401572,0.0594499,0.321437,0.462465
38,0.00490165,0.0565116,0.333969,0.478475
39,0.00661728,0.0593866,0.334563,0.518121
40,0.0149702,0.0489653,0.333593,0.524644
41,0.0216802,0.0601989,0.342231,0.510374
42,0.0300736,0.0525571,0.348245,0.555096
43,0.0316273,0.0528323,0.32717,0.539473
44,0.0393565,0.047739,0.321107,0.448636
45,0.0409362,0.0416016,0.311223,0.456172
46,0.0297817,0.056488,0.319765,0.448019
47,0.0318246,0.0576019,0.31915,0.452837
48,0.030651,0.0566956,0.325561,0.431207
49,0.0118688,0.049467,0.307294,0.401226
50,0.000740694,0.0576228,0.303956,0.389588
51,0.0035785,0.0602277,0.305739,0.427133
52,0.00622759,0.0619308,0.29362,0.45825
53,0.0182667,0.0566626,0.31087,0.461919
54,0.0209925,0.0602523,0.298658,0.445771
55,0.0278023,0.0570701,0.285738,0.4684
56,0.0372633,0.0472942,0.29069,0.449507
57,0.0281136,0.0531411,0.300818,0.457471
58,0.0415407,0.0558832,0.292314,0.511043
59,0.0448537,0.0493118,0.265792,0.475817
60,0.0446493,0.05541,0.26183,0.455673
61,0.0310432,0.059618,0.254008,0.461402
62,0.0190872,0.0523123,0.231176,0.428995
63,0.0157116,0.0641197,0.224135,0.410604
64,0.0215108,0.0541094,0.234686,0.4137
65,0.0333555,0.056741,0.232005,0.412719
66,0.0339277,0.0501384,0.241004,0.42217
67,0.0364827,0.0645983,0.251949,0.404469
68,0.0344356,0.0570435,0.26137,0.421438
69,0.0227573,0.0547145,0.260234,0.444841
70,0.020259,0.0503487,0.256625,0.432977
71,0.00910595,0.0505438,0.256472,0.416558
72,0.0131643,0.062253,0.267385,0.427624
73,0.00851909,0.0567155,0.256358,0.431182
74,0.00816928,0.0750266,0.274409,0.454175
75,0.012503,0.0536067,0.263734,0.434223
76,0.017186,0.0536465,0.250078,0.410264
77,0.0152442,0.0520426,0.250237,0.426031
78,0.0172982,0.0696384,0.244555,0.436493
79,0.0179831,0.0494813,0.247905,0.42585
80,0.0216341,0.0465454,0.248319,0.446859
81,0.0232003,0.0545036,0.246733,0.448
82,0.0249582,0.0544942,0.236421,0.439288
83,0.0310202,0.0649336,0.237507,0.41998
84,0.0368485,0.0589704,0.232923,0.44579
85,0.0407433,0.0552027,0.234546,0.441676
86,0.0383677,0.0551945,0.24171,0.452998
87,0.0400524,0.0541964,0.248671,0.455487
88,0.0387088,0.0543197,0.257611,0.445019
89,0.0321662,0.0571891,0.255323,0.444287
90,0.0261757,0.0559913,0.255138,0.458037
91,0.0241463,0.0531089,0.264111,0.402558
92,0.0172808,0.0548516,0.309375,0.411092
93,0.00975178,0.0533593,0.287472,0.456961
94,0.0110318,0.0406055,0.293149,0.449883
95,0.0192188,0.0462224,0.309754,0.496961
96,0.0134617,0.0485253,0.307173,0.480272
97,0.0120753,0.0520946,0.31015,0.50526
98,0.0171713,0.047159,0.304281,0.517132
99,0.0113578,0.0589957,0.293891,0.505449
100,0.0119098,0.0543743,0.295562,0.492684
101,0.0120975,0.0564152,0.292275,0.496461
102,0.01101,0.0538961,0.297737,0.490997
103,0.0124104,0.0517432,0.298388,0.504398
104,0.0113564,0.0435237,0.30771,0.499055
105,0.00927503,0.051837,0.317425,0.502385
106,0.00704798,0.0450156,0.331163,0.483258
107,0.00934543,0.0529794,0.333978,0.468749
108,0.00782022,0.0463743,0.333763,0.471522
109,0.0073615,0.0537128,0.31643,0.410486
110,0.00691703,0.0518842,0.295464,0.359231
111,0.00884495,0.0444464,0.298251,0.335369
112,0.00937131,0.0516657,0.32375,0.463373
113,0.0152833,0.0541676,0.318455,0.425113
114,0.0136002,0.0527331,0.296761,0.431927
115,0.012032,0.0504696,0.302241,0.454959
116,0.0163241,0.0539826,0.306912,0.46431
117,0.017429,0.0462762,0.303993,0.495201
118,0.0179128,0.0481496,0.300526,0.498374
119,0.0201943,0.0470551,0.30096,0.496657
120,0.0178216,0.0452755,0.301437,0.50605
121,0.0119715,0.0491828,0.271168,0.383792
122,0.0112829,0.0511137,0.269757,0.314422
123,0.0116482,0.0482754,0.291551,0.398199
124,0.01817,0.0505063,0.306636,0.440954
125,0.0211107,0.0594419,0.328566,0.475049
126,0.0246411,0.042766,0.321927,0.495209
127,0.027294,0.0373415,0.326294,0.478909
128,0.032243,0.0469201,0.333506,0.482711
129,0.0473185,0.0421826,0.3354,0.449042
130,0.0505742,0.0487171,0.34516,0.462282
131,0.0507576,0.0582122,0.363465,0.529783
132,0.0418438,0.0481624,0.368221,0.516199
133,0.0394069,0.054058,0.359997,0.527156
134,0.031171,0.0477129,0.327397,0.495176
135,0.0346743,0.0560478,0.325756,0.477633
136,0.0310415,0.0512168,0.30383,0.457272
137,0.0365254,0.0566412,0.31125,0.429342
138,0.0318058,0.0519127,0.320572,0.484437
139,0.031662,0.0560287,0.320047,0.497304
140,0.0216265,0.0435684,0.319677,0.501246
141,0.0151055,0.0442329,0.327186,0.502549
